Player,Nation,Squad,Age,Min,ATK,Go,Ast,Touches,Interceptions,YellowCard
Memphis Depay,NED,Barcelona,28.0,1851,0.6799999999999999,12,2,1250,7,3
Mike van der Hoorn,NED,Arminia,29.0,14,0.0,0,0,5,0,0
Virgil van Dijk,NED,Liverpool,30.0,3060,0.12,3,1,2802,47,3
Mitchell Dijks,NED,Bologna,29.0,694,0.26,0,2,433,9,2
Javairô Dilrosun,NED,Hertha BSC,23.0,138,0.0,0,0,53,2,0
Javairô Dilrosun,NED,Bordeaux,23.0,1732,0.41000000000000003,2,6,814,24,3
Denzel Dumfries,NED,Inter,26.0,2028,0.4,5,4,1127,26,3
Kingsley Ehizibue,NED,Köln,27.0,681,0.13,0,1,481,17,2
Jurgen Ekkelenkamp,NED,Hertha BSC,22.0,718,0.38,3,0,343,9,1
Mark Flekken,NED,Freiburg,28.0,2880,0.0,0,0,1405,0,0
Timothy Fosu-Mensah,NED,Leverkusen,24.0,145,0.0,0,0,108,2,0
Jeremie Frimpong,NED,Leverkusen,21.0,2052,0.3,1,6,1491,39,6
Anwar El Ghazi,NED,Everton,27.0,13,0.0,0,0,20,1,0
Anwar El Ghazi,NED,Aston Villa,27.0,386,0.46,1,1,183,2,2
Jeffrey Gouweleeuw,NED,Augsburg,30.0,2576,0.07,2,0,1531,76,9
Arnaut Groeneveld,NED,Villarreal,25.0,1472,0.79,10,3,571,2,1
Abdou Harroui,NED,Sassuolo,24.0,452,0.0,0,0,371,7,2
Hans Hateboer,NED,Atalanta,28.0,1386,0.0,0,0,989,6,2
Ki-Jana Hoever,NED,Wolves,20.0,308,0.0,0,0,201,5,1
Justin Hoogma,NED,Greuther Fürth,23.0,270,0.0,0,0,196,5,1
Sydney van Hooijdonk,NED,Bologna,22.0,38,0.0,0,0,24,0,0
Frenkie de Jong,NED,Barcelona,25.0,2476,0.22,3,3,1909,31,7
Luuk de Jong,NED,Barcelona,31.0,654,0.82,6,0,294,3,1
Rick Karsdorp,NED,Roma,27.0,2883,0.06,0,2,2012,53,9
Denso Kasius,NED,Bologna,19.0,180,0.0,0,0,162,5,0
Justin Kluivert,NED,Nice,23.0,1868,0.43,4,5,942,24,6
Teun Koopmeiners,NED,Atalanta,24.0,2126,0.21000000000000002,4,1,1720,24,4
Tim Krul,NED,Norwich City,34.0,2610,0.0,0,0,1143,0,1
Sam Lammers,NED,Eint Frankfurt,25.0,517,0.18,1,0,215,4,1
Sam Lammers,NED,Atalanta,25.0,38,0.0,0,0,31,0,0
Matthijs de Ligt,NED,Juventus,22.0,2674,0.13,3,1,1943,42,4
Jürgen Locadia,NED,Bochum,28.0,444,0.61,2,1,195,4,0
Jürgen Locadia,NED,Brighton,28.0,23,0.0,0,0,5,0,0
Donyell Malen,NED,Dortmund,23.0,1684,0.43000000000000005,5,3,788,8,2
Azor Matusiwa,NED,Reims,24.0,2463,0.08,1,1,1494,67,8
Bram Nuytinck,NED,Udinese,32.0,2033,0.04,1,0,1168,33,2
Immanuel Pherai,NED,Dortmund,21.0,1,0.0,0,0,0,0,0
Erik Pieters,NED,Burnley,33.0,730,0.12,0,1,457,23,1
Karim Rekik,NED,Sevilla,27.0,1098,0.16,0,2,864,15,2
Jaïro Riedewald,NED,Crystal Palace,25.0,118,0.0,0,0,67,0,0
Marten de Roon,NED,Atalanta,31.0,2548,0.11,3,0,1931,66,7
Pablo Rosario,NED,Nice,25.0,2729,0.07,0,2,2019,49,7
Philippe Sandler,NED,Troyes,25.0,70,0.0,0,0,36,1,0
Mohamed Sankoh,NED,Stuttgart,18.0,4,0.0,0,0,0,0,0
Jerdy Schouten,NED,Bologna,25.0,1392,0.12,1,1,971,41,4
Kaj Sierhuis,NED,Reims,24.0,80,0.0,0,0,32,0,0
Xavi Simons,NED,Paris S-G,19.0,132,0.0,0,0,79,1,1
Daley Sinkgraven,NED,Leverkusen,26.0,351,0.0,0,0,242,9,0
Jerry St. Juste,NED,Mainz 05,25.0,604,0.15,1,0,380,21,0
Calvin Stengs,NED,Nice,23.0,1073,0.16,1,1,585,18,1
Kevin Strootman,NED,Cagliari,32.0,640,0.0,0,0,424,15,4
Pascal Struijk,NED,Leeds United,22.0,2055,0.04,1,0,1505,63,6
Crysencio Summerville,NED,Leeds United,20.0,130,0.0,0,0,96,5,0
Joël Veltman,NED,Brighton,30.0,2874,0.06,1,1,2223,67,6
Mickey van de Ven,NED,Wolfsburg,21.0,189,0.48,0,1,109,9,0
Vincent Vermeij,NED,Freiburg,27.0,3,0.0,0,0,0,0,0
Nick Viergever,NED,Greuther Fürth,32.0,2133,0.0,0,0,1351,56,2
Tonny Vilhena,NED,Espanyol,27.0,928,0.2,1,1,457,12,4
Stefan de Vrij,NED,Inter,30.0,2410,0.0,0,0,1735,44,3
Wout Weghorst,NED,Burnley,29.0,1450,0.31,2,3,641,8,3
Wout Weghorst,NED,Wolfsburg,29.0,1553,0.41,6,1,633,3,2
Georginio Wijnaldum,NED,Paris S-G,31.0,1653,0.21000000000000002,1,3,909,11,2
Jetro Willems,NED,Greuther Fürth,28.0,1598,0.06,1,0,1069,39,5
Deyovaisio Zeefuik,NED,Hertha BSC,24.0,565,0.0,0,0,338,12,1
Marvin Zeegelaar,NED,Udinese,31.0,643,0.0,0,0,379,21,2
Jeroen Zoet,NED,Spezia,31.0,630,0.0,0,0,256,0,0
Jan Bednarek,POL,Southampton,26.0,2629,0.14,4,0,1788,95,10
Bartosz Bereszy?ski,POL,Sampdoria,29.0,2946,0.09,0,3,1977,57,12
Bartosz Bialek,POL,Wolfsburg,20.0,178,0.0,0,0,69,0,1
Aleksander Buksa,POL,Genoa,19.0,63,0.0,0,0,19,0,0
Marcin Bu?ka,POL,Nice,22.0,90,0.0,0,0,23,0,0
Matty Cash,POL,Aston Villa,24.0,3377,0.19,4,3,2071,90,8
Pawe? Dawidowicz,POL,Hellas Verona,27.0,1198,0.0,0,0,756,22,3
Bart?omiej Dr?gowski,POL,Fiorentina,24.0,556,0.0,0,0,367,0,0
?ukasz Fabia?ski,POL,West Ham,37.0,3330,0.0,0,0,1077,0,2
Karol Fila,POL,Strasbourg,23.0,560,0.0,0,0,436,6,3
Przemys?aw Frankowski,POL,Lens,27.0,2448,0.4,6,5,1741,51,5
Rafa? Gikiewicz,POL,Augsburg,34.0,3060,0.0,0,0,1357,0,0
Robert Gumny,POL,Augsburg,23.0,2272,0.0,0,0,1222,53,3
Pawe? Jaroszy?ski,POL,Salernitana,27.0,516,0.0,0,0,287,9,2
Dennis Jastrzembski,POL,Hertha BSC,22.0,225,0.0,0,0,136,2,1
Jakub Kiwior,POL,Spezia,22.0,1964,0.0,0,0,923,44,6
Mateusz Klich,POL,Leeds United,31.0,2073,0.13,1,2,1246,31,5
Robert Lewandowski,POL,Bayern Munich,33.0,2946,1.1600000000000001,35,3,1201,12,2
Karol Linetty,POL,Torino,27.0,896,0.0,0,0,379,8,2
Marcel Lotka,POL,Hertha BSC,21.0,885,0.0,0,0,370,0,1
Arkadiusz Milik,POL,Marseille,28.0,1416,0.5800000000000001,7,2,538,4,1
Jakub Moder,POL,Brighton,23.0,1701,0.16,0,3,1051,22,1
Krzysztof Pi?tek,POL,Fiorentina,26.0,733,0.37,3,0,252,4,0
Krzysztof Pi?tek,POL,Hertha BSC,26.0,347,0.26,1,0,124,0,0
Mateusz Praszelik,POL,Hellas Verona,21.0,25,0.0,0,0,15,0,0
Przemys?aw P?acheta,POL,Norwich City,24.0,504,0.0,0,0,223,9,1
Arkadiusz Reca,POL,Spezia,26.0,1772,0.1,0,2,1108,46,3
?ukasz Skorupski,POL,Bologna,31.0,3240,0.0,0,0,1364,0,4
Wojciech Szcz?sny,POL,Juventus,32.0,2970,0.0,0,0,1072,0,2
Kacper Urbanski,POL,Bologna,17.0,45,0.0,0,0,34,0,0
Sebastian Walukiewicz,POL,Cagliari,22.0,302,0.0,0,0,209,9,1
Nicola Zalewski,POL,Roma,20.0,793,0.0,0,0,634,24,1
Piotr Zieli?ski,POL,Napoli,28.0,2086,0.48,6,5,1363,15,1
Szymon ?urkowski,POL,Empoli,24.0,2307,0.31,6,2,1325,57,5
Lee Dongjun,KOR,Hertha BSC,25.0,118,0.0,0,0,47,2,0
Hwang Hee-chan,KOR,RB Leipzig,26.0,49,0.0,0,0,19,1,0
Hwang Hee-chan,KOR,Wolves,26.0,1816,0.3,5,1,870,25,2
Son Heung-min,KOR,Tottenham,29.0,3006,0.8999999999999999,23,7,1576,29,2
Suk Hyun-jun,KOR,Troyes,30.0,153,0.0,0,0,70,0,0
Lee Jae-sung,KOR,Mainz 05,29.0,1436,0.44,4,3,879,25,3
Lee Kangin,KOR,Mallorca,21.0,1411,0.19,1,2,800,13,4
Hwang Ui-jo,KOR,Bordeaux,29.0,2508,0.46,11,2,683,9,3
Jeong Woo-yeong,KOR,Freiburg,22.0,1782,0.35,5,2,828,19,1
Amath,SEN,Mallorca,25.0,884,0.1,0,1,349,11,5
Youssouph Badji,SEN,Brest,20.0,135,0.0,0,0,48,0,0
Keita Baldé,SEN,Cagliari,27.0,1229,0.29000000000000004,3,1,419,6,2
Fodé Ballo-Touré,SEN,Milan,25.0,446,0.0,0,0,339,4,2
Pathé Ciss,SEN,Rayo Vallecano,28.0,1097,0.24,2,1,702,33,5
Mamadou Coulibaly,SEN,Salernitana,23.0,808,0.22,2,0,461,21,1
Boulaye Dia,SEN,Villarreal,25.0,1269,0.7,5,5,413,9,3
Abdou Diallo,SEN,Paris S-G,26.0,877,0.1,0,1,797,13,1
Habib Diallo,SEN,Strasbourg,26.0,1541,0.7,11,1,611,6,2
Mouhamadou Diarra,SEN,Strasbourg,18.0,109,0.0,0,0,72,3,1
Krepin Diatta,SEN,Monaco,23.0,285,0.31,1,0,137,3,0
Bamba Dieng,SEN,Marseille,22.0,975,0.74,7,1,342,7,0
Elhadji Dieye,SEN,Saint-Étienne,19.0,34,0.0,0,0,21,2,0
Assane Dioussé,SEN,Saint-Étienne,24.0,23,0.0,0,0,34,0,0
Ouparine Djoco,SEN,Clermont Foot,24.0,2116,0.0,0,0,797,0,1
Idrissa Gana Gueye,SEN,Paris S-G,32.0,1641,0.21000000000000002,3,1,1575,37,4
Alfred Gomis,SEN,Rennes,28.0,2250,0.0,0,0,825,0,1
Lamine Gueye,SEN,Metz,24.0,555,0.48,0,3,306,10,0
Pape Gueye,SEN,Marseille,23.0,1528,0.06,0,1,1178,39,7
Nicolas Jackson,SEN,Villarreal,20.0,165,0.0,0,0,90,2,1
Kalidou Koulibaly,SEN,Napoli,30.0,2405,0.15,3,1,1879,40,5
Cheikhou Kouyaté,SEN,Crystal Palace,32.0,1974,0.05,0,1,1066,45,3
Dion Lopy,SEN,Reims,20.0,1642,0.0,0,0,854,32,4
Sadio Mané,SEN,Liverpool,30.0,2819,0.5700000000000001,16,2,1557,15,5
Pape Matar Sarr,SEN,Metz,19.0,2129,0.17,1,3,1294,47,7
Ibrahima Mbaye,SEN,Bologna,27.0,108,0.0,0,0,66,1,0
Amadou Mbengue,SEN,Metz,20.0,610,0.0,0,0,359,10,4
Moustapha Mbow,SEN,Reims,22.0,90,0.0,0,0,41,1,0
Arial Mendy,SEN,Clermont Foot,27.0,792,0.0,0,0,497,14,1
Edouard Mendy,SEN,Chelsea,30.0,3060,0.0,0,0,1010,0,3
Nampalys Mendy,SEN,Leicester City,29.0,1032,0.0,0,0,735,13,3
Papa Ndiaga Yade,SEN,Metz,22.0,696,0.13,0,1,414,15,3
Loum Ndiaye,SEN,Alavés,25.0,2312,0.08,2,0,1177,41,10
Opa Nguette,SEN,Metz,27.0,1048,0.34,2,2,483,3,1
Ibrahima Niane,SEN,Metz,23.0,1582,0.23,3,1,620,6,2
M'Baye Niang,SEN,Bordeaux,27.0,777,0.47,3,1,307,1,3
Cheikh Niasse,SEN,Lille,22.0,44,0.0,0,0,36,0,1
Youssouf Sabaly,SEN,Betis,29.0,788,0.11,0,1,602,19,1
Bouna Sarr,SEN,Bayern Munich,30.0,64,0.0,0,0,61,3,0
Ismaila Sarr,SEN,Watford,24.0,1861,0.33999999999999997,5,2,759,16,2
Demba Seck,SEN,Torino,21.0,146,0.0,0,0,65,0,0
Sambou Soumano,SEN,Lorient,21.0,447,0.6,3,0,176,5,1
Mamadou Sylla,SEN,Alavés,28.0,394,0.0,0,0,112,1,1
Mamadou Sylla,SEN,Rayo Vallecano,28.0,253,0.0,0,0,116,3,2
Sada Thioub,SEN,Saint-Étienne,26.0,950,0.09,0,1,614,13,2
Sada Thioub,SEN,Angers,26.0,3,0.0,0,0,0,0,0
Cheikh Tidiane Sabaly,SEN,Metz,23.0,150,0.0,0,0,63,1,0
Darko Braanac,SRB,Osasuna,30.0,2405,0.11000000000000001,1,2,1168,29,8
Marko Dmitrovi?,SRB,Sevilla,30.0,540,0.0,0,0,238,0,0
Mijat Ga?inovi?,SRB,Hoffenheim,27.0,110,0.0,0,0,66,2,1
Nemanja Gudelj,SRB,Sevilla,30.0,1046,0.0,0,0,782,18,5
Ivan Ili?,SRB,Hellas Verona,21.0,2526,0.15,1,3,1670,44,5
Luka Jovi?,SRB,Real Madrid,24.0,369,0.97,1,3,122,2,1
Dimitrije Kamenovi?,SRB,Lazio,21.0,45,0.0,0,0,27,1,0
Aleksandar Kolarov,SRB,Inter,36.0,42,0.0,0,0,39,1,0
Filip Kosti?,SRB,Eint Frankfurt,29.0,2522,0.46,4,9,1931,31,2
Darko Lazovi?,SRB,Hellas Verona,31.0,2766,0.26,1,7,1826,40,2
Saa Luki?,SRB,Torino,25.0,2982,0.27,5,4,2077,52,10
Nemanja Maksimovi?,SRB,Getafe,27.0,2936,0.09,1,2,1191,64,5
Nikola Maksimovi?,SRB,Genoa,30.0,1115,0.0,0,0,647,22,2
Nikola Mara,SRB,Rayo Vallecano,26.0,1044,0.0,0,0,570,17,4
Erhan Maovi?,SRB,Bochum,23.0,1552,0.0,0,0,854,45,7
Nemanja Mati?,SRB,Manchester Utd,33.0,1382,0.26,0,4,1181,32,3
Nikola Milenkovi?,SRB,Fiorentina,24.0,2926,0.03,1,0,2370,75,10
Sergej Milinkovi?-Savi?,SRB,Lazio,27.0,3100,0.61,11,10,2838,55,6
Vanja Milinkovi?-Savi?,SRB,Torino,25.0,2430,0.0,0,0,1069,0,3
Luka Milivojevi?,SRB,Crystal Palace,31.0,774,0.0,0,0,555,9,1
Stefan Mitrovi?,SRB,Getafe,32.0,2667,0.03,1,0,1132,41,8
Matija Nastasi?,SRB,Fiorentina,29.0,219,0.0,0,0,177,6,1
Milo Pantovi?,SRB,Bochum,25.0,1533,0.42,4,3,709,27,2
Strahinja Pavlovi?,SRB,Monaco,21.0,451,0.0,0,0,472,15,4
Njego Petrovi?,SRB,Granada,22.0,918,0.1,0,1,448,12,5
Uro Ra?i?,SRB,Valencia,24.0,1206,0.0,0,0,659,20,3
Nemanja Radoja,SRB,Levante,29.0,1214,0.0,0,0,608,17,3
Nemanja Radonji?,SRB,Marseille,26.0,18,0.0,0,0,14,0,0
Ivan Radovanovi?,SRB,Salernitana,33.0,1053,0.18,1,1,604,13,4
Boris Radunovi?,SRB,Cagliari,26.0,270,0.0,0,0,107,0,0
Predrag Rajkovi?,SRB,Reims,26.0,3420,0.0,0,0,1383,0,3
Mihailo Risti?,SRB,Montpellier,26.0,1803,0.2,1,3,1300,36,3
Aleksandar Sedlar,SRB,Mallorca,30.0,404,0.0,0,0,211,6,5
Aleksa Terzi?,SRB,Fiorentina,22.0,274,0.33,0,1,281,11,1
Duan Vlahovi?,SRB,Juventus,22.0,1076,0.6599999999999999,7,1,412,2,2
Duan Vlahovi?,SRB,Fiorentina,22.0,1857,0.9299999999999999,17,2,710,4,2
Filip ?uri?i?,SRB,Sassuolo,30.0,671,0.4,2,1,316,5,1
Martin Agirregabiria,ESP,Alavés,26.0,1616,0.06,0,1,973,25,4
Julen Agirrezabala,ESP,Athletic Club,21.0,360,0.0,0,0,95,0,0
Álvaro Aguirre,ESP,Rayo Vallecano,22.0,9,0.0,0,0,3,0,0
Ilias Akhomach,ESP,Barcelona,18.0,124,0.0,0,0,70,0,0
Jordi Alba,ESP,Barcelona,33.0,2644,0.41000000000000003,2,10,3014,48,11
Luis Alberto,ESP,Lazio,29.0,2353,0.53,5,9,2194,22,5
Raúl Albiol,ESP,Villarreal,36.0,2465,0.0,0,0,1778,37,8
Paco Alcácer,ESP,Villarreal,28.0,787,0.45,1,3,250,4,1
Thiago Alcántara,ESP,Liverpool,31.0,1534,0.3,1,4,1670,35,2
Rubén Alcaraz,ESP,Cádiz,31.0,1105,0.16,2,0,812,15,7
Iván Alejo,ESP,Cádiz,27.0,1065,0.34,2,2,542,16,7
Carles Aleñá,ESP,Getafe,24.0,2320,0.12,1,2,1108,19,6
Marcos Alonso,ESP,Chelsea,31.0,2167,0.34,4,4,1784,66,8
Hugo Álvarez,ESP,Celta Vigo,36.0,11,0.0,0,0,10,0,0
Yeray Álvarez,ESP,Athletic Club,27.0,1860,0.0,0,0,1217,54,6
José Ángel,ESP,Osasuna,32.0,1083,0.16,1,1,911,18,2
Angeliño,ESP,RB Leipzig,25.0,2298,0.28,2,5,1746,35,3
Josep Antoni Gayá,ESP,Mallorca,21.0,58,0.0,0,0,34,3,0
Jesús Areso,ESP,Osasuna,22.0,188,0.0,0,0,94,1,1
Kepa Arrizabalaga,ESP,Chelsea,27.0,360,0.0,0,0,149,0,0
Sergio Asenjo,ESP,Villarreal,32.0,540,0.0,0,0,246,0,1
Alejandro Asensio,ESP,Rayo Vallecano,21.0,12,0.0,0,0,15,0,0
Marco Asensio,ESP,Real Madrid,26.0,1731,0.52,10,0,1092,25,2
Iago Aspas,ESP,Celta Vigo,34.0,3087,0.65,17,5,1712,21,9
César Azpilicueta,ESP,Chelsea,32.0,2070,0.13,1,2,1957,37,3
Édgar Badía,ESP,Elche,30.0,2160,0.0,0,0,907,1,2
Miguel Baeza,ESP,Celta Vigo,22.0,2,0.0,0,0,0,0,0
Alejandro Balde,ESP,Barcelona,18.0,188,0.0,0,0,181,2,0
Mikel Balenziaga,ESP,Athletic Club,34.0,2027,0.0,0,0,1234,52,2
Barbero,ESP,Osasuna,23.0,21,0.0,0,0,22,0,0
Barcia,ESP,Granada,21.0,75,0.0,0,0,25,2,0
Kike Barja,ESP,Osasuna,25.0,865,0.21,2,0,550,16,2
Antonio Barragán,ESP,Elche,34.0,1020,0.0,0,0,646,20,5
Ander Barrenetxea,ESP,Real Sociedad,20.0,547,0.32,1,1,287,7,0
Marc Bartra,ESP,Betis,31.0,1993,0.05,1,0,1382,43,5
Álvaro Bastida,ESP,Cádiz,18.0,197,0.0,0,0,63,4,1
Jon Bautista,ESP,Real Sociedad,26.0,45,0.0,0,0,16,1,0
Héctor Bellerín,ESP,Betis,27.0,1979,0.09,0,2,1295,23,2
Fran Beltrán,ESP,Celta Vigo,23.0,2597,0.03,1,0,2187,54,4
Iker Benito,ESP,Osasuna,19.0,118,0.0,0,0,55,0,1
Pedro Benito,ESP,Cádiz,22.0,31,0.0,0,0,9,0,0
Yuri Berchiche,ESP,Athletic Club,32.0,1015,0.27,1,2,775,26,3
Álex Berenguer,ESP,Athletic Club,26.0,2168,0.37,3,6,1245,23,8
Juan Bernat,ESP,Paris S-G,29.0,958,0.0,0,0,797,11,2
Pedro Bigas,ESP,Elche,31.0,1551,0.06,1,0,1110,32,6
Blanco,ESP,Real Madrid,21.0,31,0.0,0,0,26,2,0
Iker Bravo,ESP,Leverkusen,17.0,12,0.0,0,0,3,0,0
Bryan,ESP,Valencia,21.0,753,0.12,0,1,385,6,3
Bryan,ESP,Tottenham,21.0,94,0.0,0,0,86,0,0
Oriol Busquets,ESP,Clermont Foot,23.0,201,0.0,0,0,150,1,0
Sergio Busquets,ESP,Barcelona,33.0,3198,0.06,2,0,3113,58,12
Adrián Butzke,ESP,Granada,23.0,1,0.0,0,0,0,0,0
Cala,ESP,Cádiz,32.0,947,0.0,0,0,410,23,8
Calderón,ESP,Betis,22.0,65,0.0,0,0,55,1,0
Fernando Calero,ESP,Espanyol,26.0,1090,0.0,0,0,752,28,3
José Callejón,ESP,Fiorentina,35.0,1298,0.21000000000000002,1,2,725,12,0
Víctor Camarasa,ESP,Betis,28.0,108,0.0,0,0,74,3,0
José Campaña,ESP,Levante,28.0,1422,0.26,2,2,1030,27,6
Sergio Canales,ESP,Betis,31.0,2791,0.42000000000000004,5,8,2127,19,6
Sergi Canós,ESP,Brentford,25.0,2083,0.22,3,2,1037,33,8
Álex Cantero,ESP,Levante,21.0,610,0.15,0,1,206,1,1
Ander Capa,ESP,Athletic Club,30.0,4,0.0,0,0,0,0,0
Isaac Carcelen,ESP,Cádiz,29.0,1544,0.06,0,1,974,41,2
Cárdenas,ESP,Levante,25.0,2160,0.0,0,0,792,0,3
Carlo,ESP,Villarreal,21.0,7,0.0,0,0,4,0,0
Carmona,ESP,Sevilla,20.0,24,0.0,0,0,13,1,0
Dani Carvajal,ESP,Real Madrid,30.0,1551,0.23,1,3,1377,34,1
Kiko Casilla,ESP,Elche,35.0,1260,0.0,0,0,524,0,3
Samu Castillejo,ESP,Milan,27.0,125,0.0,0,0,86,2,1
Jonny Castro,ESP,Wolves,28.0,1024,0.18,2,0,737,13,1
Catena,ESP,Rayo Vallecano,27.0,3240,0.12,2,2,2023,55,8
Dani Ceballos,ESP,Real Madrid,25.0,276,0.0,0,0,309,7,1
Chapela,ESP,Cádiz,23.0,398,0.0,0,0,135,6,0
Chema,ESP,Getafe,30.0,45,0.0,0,0,16,0,1
Pedro Chirivella,ESP,Nantes,25.0,2637,0.13,3,1,1919,43,6
Víctor Chust,ESP,Cádiz,22.0,1830,0.0,0,0,992,30,2
Carlos Clerc,ESP,Levante,30.0,1514,0.0,0,0,1031,27,6
Coke,ESP,Levante,35.0,118,0.77,1,0,84,2,1
Álex Collado,ESP,Granada,23.0,1020,0.27,2,1,562,24,1
Santi Comesaña,ESP,Rayo Vallecano,25.0,2682,0.1,1,2,1845,52,12
Diego Conde,ESP,Getafe,23.0,6,0.0,0,0,4,0,0
Jaume Costa,ESP,Mallorca,34.0,1828,0.2,0,4,1202,27,5
Cristo,ESP,Real Sociedad,22.0,17,0.0,0,0,14,0,0
Juan Cruz Armada,ESP,Osasuna,29.0,1934,0.0,0,0,1105,44,4
Marc Cucurella,ESP,Brighton,23.0,3089,0.06,1,1,2694,72,6
Marc Cucurella,ESP,Getafe,23.0,23,0.0,0,0,20,2,0
Jorge Cuenca,ESP,Getafe,22.0,2683,0.03,1,0,1413,60,6
Sergi Darder,ESP,Espanyol,28.0,3125,0.35,3,9,2045,44,4
Gerard Deulofeu,ESP,Udinese,28.0,2616,0.62,13,5,1477,27,9
Brahim Díaz,ESP,Milan,22.0,1855,0.3,3,3,979,12,4
Javier Díaz,ESP,Sevilla,25.0,90,0.0,0,0,34,0,0
Víctor Díaz,ESP,Granada,33.0,1500,0.06,1,0,852,31,5
Jaume Doménech,ESP,Valencia,31.0,343,0.0,0,0,119,0,1
Carlos Dominguez,ESP,Celta Vigo,21.0,344,0.0,0,0,213,7,1
Mario Dominguez,ESP,Valencia,18.0,25,0.0,0,0,3,0,0
John Donald,ESP,Elche,21.0,180,0.0,0,0,113,3,0
Rubén Duarte,ESP,Alavés,26.0,2621,0.14,0,4,1704,67,12
Unai Dufur,ESP,Osasuna,23.0,90,0.0,0,0,59,3,0
Hugo Duro,ESP,Valencia,22.0,1834,0.39,7,1,656,8,3
Hugo Duro,ESP,Getafe,22.0,12,0.0,0,0,8,0,0
Aritz Elustondo,ESP,Real Sociedad,28.0,2105,0.21000000000000002,4,1,1389,51,3
Adri Embarba,ESP,Espanyol,30.0,1986,0.09,0,2,1132,29,4
Aarón Escandell,ESP,Granada,26.0,284,0.0,0,0,133,0,1
Sergio Escudero,ESP,Granada,32.0,1434,0.19,2,1,926,33,6
Estanis,ESP,Barcelona,18.0,11,0.0,0,0,4,1,0
Cesc Fàbregas,ESP,Monaco,35.0,38,0.0,0,0,60,0,0
Fali,ESP,Cádiz,28.0,1803,0.1,0,2,883,35,6
Ansu Fati,ESP,Barcelona,19.0,336,1.08,4,0,232,3,0
Aleix Febas,ESP,Mallorca,26.0,117,0.0,0,0,73,0,1
Kiko Femenía,ESP,Watford,31.0,2142,0.21,0,5,1423,63,2
Aitor Fernández,ESP,Levante,31.0,1166,0.0,0,0,413,0,1
Álex Fernández,ESP,Cádiz,29.0,2051,0.22,3,2,1256,38,2
Álvaro Fernández,ESP,Brentford,24.0,1080,0.0,0,0,533,0,0
Salvador Ferrer,ESP,Spezia,24.0,1495,0.18,0,3,920,25,3
Fidel,ESP,Elche,32.0,2261,0.44,5,6,1364,18,9
Junior Firpo,ESP,Leeds United,25.0,1711,0.11,0,2,1163,33,11
José Fontán,ESP,Celta Vigo,22.0,276,0.0,0,0,231,9,3
Pablo Fornals,ESP,West Ham,26.0,2795,0.29000000000000004,6,3,1708,47,4
Enric Franquesa,ESP,Levante,25.0,625,0.0,0,0,347,7,1
Jorge de Frutos,ESP,Levante,25.0,1760,0.56,4,7,765,21,4
Javi Galán,ESP,Celta Vigo,27.0,3298,0.08,0,3,2675,71,8
Iñigo Ruiz de Galarreta,ESP,Mallorca,28.0,1378,0.0,0,0,939,26,4
Álvaro García,ESP,Rayo Vallecano,29.0,2998,0.32999999999999996,7,4,1389,62,6
Dani García,ESP,Athletic Club,32.0,2177,0.0,0,0,1229,20,9
David García,ESP,Osasuna,28.0,3105,0.12,4,0,1794,73,8
Eric García,ESP,Barcelona,21.0,2039,0.0,0,0,1835,51,5
Francisco Garcia,ESP,Rayo Vallecano,22.0,3025,0.03,1,0,2050,71,4
Joan García,ESP,Espanyol,21.0,108,0.0,0,0,34,0,0
Manu García,ESP,Alavés,24.0,1077,0.08,0,1,701,13,3
Raúl García,ESP,Athletic Club,35.0,1802,0.4,6,2,813,17,3
Rubén García,ESP,Osasuna,28.0,2375,0.27,1,6,1549,22,1
Saúl García,ESP,Alavés,27.0,4,0.0,0,0,0,0,0
Unai García,ESP,Osasuna,30.0,1408,0.0,0,0,743,35,5
Alejandro Garnacho,ESP,Manchester Utd,17.0,13,0.0,0,0,4,0,0
Mario Gaspar,ESP,Villarreal,31.0,623,0.0,0,0,427,9,1
David de Gea,ESP,Manchester Utd,31.0,3420,0.0,0,0,1011,0,0
Óscar Gil,ESP,Espanyol,25.0,1688,0.11,0,2,988,32,7
Mario Gila,ESP,Real Madrid,21.0,25,0.0,0,0,22,2,0
Dani Gómez,ESP,Levante,23.0,1063,0.51,4,2,379,4,1
Moi Gómez,ESP,Villarreal,27.0,1286,0.28,2,2,712,16,2
Sergi Gómez,ESP,Espanyol,30.0,2720,0.1,1,2,1629,48,1
Álvaro González,ESP,Marseille,32.0,451,0.0,0,0,397,3,1
Diego González,ESP,Elche,27.0,1793,0.0,0,0,900,36,3
Édgar González,ESP,Betis,25.0,1464,0.12,1,1,1067,40,6
Nicolás González,ESP,Barcelona,20.0,1114,0.24,2,1,845,9,6
Roberto González,ESP,Betis,21.0,135,0.0,0,0,62,2,0
Gori,ESP,Espanyol,20.0,9,0.0,0,0,6,0,1
Andoni Gorosabel,ESP,Real Sociedad,25.0,2289,0.16,0,4,1699,25,4
Jaume Grau,ESP,Osasuna,25.0,3,0.0,0,0,0,0,0
Vicente Guaita,ESP,Crystal Palace,35.0,2655,0.0,0,0,1038,0,2
Sergi Guardiola,ESP,Rayo Vallecano,31.0,1710,0.53,8,2,671,12,3
Ander Guevara,ESP,Real Sociedad,24.0,867,0.0,0,0,698,14,2
Hugo Guillamón,ESP,Valencia,22.0,2361,0.04,1,0,1343,50,11
Gerard Gumbau,ESP,Elche,27.0,1890,0.19,0,4,1260,27,8
